LifeExp,Developed,Mortality,BMI,Alcohol,Polio,HIV,GDP,IDHComp,School,InfDeaths,Population
87,No,79,61.4,8.97,98,0.1,49638.7713,0.887,17,0,5.438972
84,No,82,61,9.24,99,0.1,47415.55987,0.884,17,0,5.413971
83,No,86,6.6,9.81,99,0.1,579.72415,0.878,16.9,0,5.388272
79.9,No,89,6.2,9.72,99,0.1,4622.41516,0.874,16.8,0,5.363352
79.7,No,91,59.8,9.96,99,0.1,4717.15571,0.878,17,0,5.338871
79.6,No,94,59.4,10.26,97,0.1,5341.31487,0.876,17.1,0,5.313399
79.3,No,96,59,10.45,97,0.1,48288.5491,0.873,17.2,0,0.528872
79.2,No,96,58.6,10.15,97,0.1,4112.67651,0.869,17.2,0,5.266268
78.9,No,11,58.1,9.95,97,0.1,38969.17163,0.864,17.1,0,0.524696
78.7,No,12,57.6,9.89,96,0.1,37636.11173,0.869,18.3,0,5.228172
78.4,No,98,57.1,9.31,96,0.1,32816.1688,0.866,18.1,0,0.521314
78.1,No,98,56.6,9.25,95,0.1,26834.2625,0.863,18,0,0.052598
78,No,1,56.1,8.94,95,0.1,24913.24452,0.856,17.7,0,0.051888
77.5,No,15,55.5,8.59,96,0.1,24253.2542,0.847,17.3,0,0.517629
82.2,No,79,62,11.5,98,0.1,42955.24287,0.89,16.2,3,66.331957
82,No,81,61.6,11.1,99,0.1,42554.1225,0.887,16.2,3,6.599857
81.5,No,83,61.1,11.5,99,0.1,4838.2444,0.885,16.1,3,6.565979
81.7,No,83,6.6,11.8,99,0.1,4381.288,0.882,16.1,3,65.342776
81.3,No,86,6.1,11.7,99,0.1,473.34279,0.879,16,3,6.527512
81.1,No,88,59.6,11.8,98,0.1,41631.13141,0.879,16,3,0.647744
89,No,88,59.1,11.9,98,0.1,45413.6571,0.877,16.1,3,6.437499
89,No,89,58.6,12.2,99,0.1,416.58397,0.873,16.1,3,6.416229
86,No,92,58,12.4,99,0.1,36544.5853,0.87,16.1,3,63.621376
81,No,93,57.5,12.2,98,0.1,34879.72633,0.86,15.5,3,63.179356
82,No,94,57,13.18,99,0.1,33874.74255,0.857,15.5,3,6.274897
79.3,No,99,56.4,13.49,96,0.1,29691.18158,0.852,15.4,3,62.244884
79.2,No,11,55.8,13.78,97,0.1,24275.2426,0.851,15.5,3,6.185267
79,No,13,55.2,13.89,98,0.1,22527.31775,0.849,15.6,3,61.357431
78.8,No,13,54.6,13.63,98,0.1,22465.64184,0.844,15.7,3,6.912498
65.5,No,237,35.8,0.01,68,2.8,9692.163874,0.687,12.6,2,1.875713
64.6,No,255,35.2,8.86,77,3.7,9679.742995,0.678,12.5,2,1.817271
63.5,No,276,34.6,8.3,8,4.9,9774.18117,0.669,12.5,2,1.756817
62.8,No,289,34.1,8.9,75,6,1716.2258,0.664,12.5,2,0.169711
62.3,No,294,33.5,8.85,68,7,8754.113376,0.66,12.5,2,0.016421
61.7,No,31,33,8.64,74,8,763.66223,0.652,12.4,2,1.586754
61.6,No,298,32.4,8.75,81,8.9,194.2746,0.651,12.4,2,1.536411
61.6,No,291,31.9,9.02,78,10,8352.81711,0.645,12.4,2,1.489193
61.4,No,288,31.4,8.01,44,10.7,727.777345,0.646,12.4,2,1.444844
65,No,37,3.8,7.72,44,10.9,6741.2939479999995,0.64,12.4,2,0.143126
59.7,No,322,3.3,8.13,44,11.1,5685.577736,0.64,12.3,2,0.136425
59.7,No,32,29.8,6.47,44,11,4892.11618,0.638,12.3,2,1.328146
59.7,No,315,29.2,8.34,44,10.7,412.55271,0.636,12.3,2,0.129449
59.8,No,37,28.7,9.29,44,10.1,3976.14887,0.633,12.3,2,1.262259
61,No,296,28.1,8.87,44,9.5,4116.46693,0.637,12.2,2,1.231122
74.5,No,125,55.3,6.13,91,0.1,4429.6575,0.759,13.5,1,0.003727
74.5,No,128,54.4,5.91,94,0.1,4274.376857,0.755,13.5,1,0.003776
74.2,No,13,53.6,7.71,93,0.1,4142.869175,0.749,13.4,1,0.003825
73.9,No,127,52.8,8.14,88,0.1,3725.63221,0.742,13.3,1,0.003875
73.8,No,132,52,7.24,88,0.1,2964.47734,0.738,13.3,1,0.003926
73.2,No,133,51.3,6.66,93,0.1,276.588512,0.734,12.8,1,0.003978
73.9,No,128,5.5,7.17,9,0.1,3174.9491,0.735,13.1,1,4.3e-5
74.4,No,12,49.9,8.65,88,0.1,2492.12878,0.722,12.5,1,4.82e-4
73.9,No,126,49.2,6.18,89,0.1,1872.68416,0.714,12.6,1,0.004136
73.9,No,128,48.6,4.7,82,0.1,153.57521,0.703,12.2,1,4.19e-4
72.3,No,134,48.1,3.74,66,0.1,127.367228,0.694,12,1,0.004245
72.7,No,132,47.5,3.36,74,0.1,928.18227,0.684,11.8,1,4.31e-4
71.7,No,142,47,2.72,89,0.1,779.3845935,0.677,11.8,2,0.004357
73,No,121,46.5,2.76,83,0.1,733.974142,0.673,11.7,2,0.043864
71.8,No,129,46,3.28,81,0.1,691.997711,0,11.4,2,0.044183
89,Yes,69,61.9,11.03,94,0.1,4792.65288,0.92,17,2,0.089825
86,Yes,71,61.4,10.94,94,0.1,4653.91143,0.919,16.9,2,0.864565
86,Yes,71,6.9,11.18,94,0.1,4465.24891,0.916,16.9,2,8.425823
85,Yes,74,6.4,11.2,94,0.1,4681.32796,0.912,16.8,2,8.274983
81,Yes,76,59.9,11.2,94,0.1,41785.55691,0.907,16.7,2,8.177693
80,Yes,79,59.5,11.22,95,0.1,41732.7725,0.906,16.7,2,0.819237
79.9,Yes,8,59,11.36,95,0.1,45699.19832,0.903,16.6,2,0.821197
79.8,Yes,82,58.5,11.5,95,0.1,41814.8191,0.898,16.6,3,82.266372
79.6,Yes,84,58,11.76,94,0.1,36447.87232,0.892,16.5,3,82.376451
79.2,Yes,85,57.6,11.67,95,0.1,34696.6292,0.884,16.4,3,82.469422
79.1,Yes,86,57.1,11.83,96,0.1,34165.9343,0.877,16.4,3,8.251626
78.5,Yes,9,56.6,11.92,96,0.1,3359.95215,0.872,16.3,3,82.534176
78.4,Yes,91,56.1,12.25,97,0.1,2525.16445,0.867,16.3,3,82.488495
78.3,Yes,92,55.6,12.46,96,0.1,23687.31689,0.86,16.2,3,82.349925
78,Yes,95,55.1,12.91,94,0.1,23718.7467,0.855,16.2,3,8.221158
62.1,No,253,28,0.01,93,0.8,1432.227943,0.576,11.7,37,26.962563
61.9,No,254,27.3,0.01,91,0.9,1814.492297,0.57,11.5,38,26.346251
61.6,No,257,26.7,0.01,91,0.9,1629.8222,0.563,11.2,39,2.573349
61.2,No,263,26.1,1.64,91,1.3,1574.978653,0.554,10.9,40,25.121796
69,No,267,25.5,1.69,94,1.9,1312.67557,0.547,10.5,40,2.451214
66,No,271,24.9,1.76,94,2.1,186.76538,0.542,10.4,41,2.393831
63,No,275,24.2,1.78,92,2.2,1224.41554,0.53,9.8,41,2.329864
59.9,No,28,23.6,1.25,94,2.6,19.686718,0.519,9.1,41,0.227212
59.4,No,288,23,1.7,84,2.9,922.9351677,0.51,8.7,41,22.113425
58.9,No,296,22.4,1.5,85,3.1,498.172394,0.499,8.1,41,0.215429
58.3,No,34,21.8,1.46,81,3.2,423.1936389,0.491,7.7,41,2.986536
57.9,No,38,21.2,1.53,8,3.4,373.2815537,0.489,7.9,41,2.446782
57.6,No,31,2.7,1.6,8,3.5,39.484473,0.484,7.6,42,19.924522
57.4,No,39,2.1,1.49,81,3.5,273.6596668,0.485,8,42,1.942165
57.2,No,38,19.5,1.6,88,3.6,263.1124679,0.48,7.7,43,18.938762
88,No,73,66,7.53,99,0.1,21673.7817,0.862,17.2,0,1.892413
86,No,74,65.4,7.46,99,0.1,21874.8195,0.86,17.1,0,1.965211
84,No,76,64.9,8.2,99,0.1,22242.68193,0.858,16.8,0,0.114511
85,No,76,64.3,8.02,99,0.1,25916.29353,0.86,16.7,0,1.114899
83,No,76,63.7,9,99,0.1,26917.75898,0.859,16.4,0,11.121341
80,No,78,63.1,9.08,99,0.1,2971.973,0.857,16.2,0,0.111717
79.9,No,77,62.4,9.51,99,0.1,31997.2821,0.853,15.9,0,1.177841
79.4,No,8,61.8,9.67,99,0.1,28827.32636,0.855,16.4,0,1.148473
79.7,No,77,61.2,9.42,98,0.1,2481.15781,0.85,16.3,0,0.112362
79.3,No,81,6.5,9.95,96,0.1,22551.73574,0.839,15.6,0,1.987314
79.2,No,81,59.9,9.56,95,0.1,21955.149,0.83,15.3,0,1.955141
79.1,No,81,59.2,9.46,93,0.1,18477.57841,0.823,15.2,0,0.019287
79,No,81,58.6,8.09,92,0.1,1411.31339,0.811,14.6,1,0.019222
78.7,No,83,58,8.62,9,0.1,12538.17883,0.801,14.2,1,1.862132
78.2,No,84,57.4,8.48,89,0.1,1242.95373,0.794,13.9,1,0.018588
71.7,No,187,49.9,1.88,65,0.4,3687.763767,0.614,10.7,10,15.923559
71.4,No,189,49.3,1.93,84,0.4,3452.828934,0.611,10.7,11,15.596214
71.3,No,189,48.6,2.02,94,0.4,3299.65139,0.616,10.6,11,1.527156
71.1,No,193,47.9,2.16,88,0.4,3187.845296,0.609,10.5,11,14.948919
77,No,196,47.2,2.14,94,0.4,2825.5247,0.602,10.5,12,1.463417
76,No,198,46.5,2.14,92,0.4,2635.753474,0.596,10.4,12,1.431628
79,No,19,45.9,2.21,96,0.4,2794.22189,0.589,10.4,13,0.146366
75,No,192,45.2,2.4,85,0.4,2489.955836,0.578,10.1,13,0.137286
69.7,No,24,44.5,2.38,9,0.4,2256.56724,0.57,9.8,14,0.133978
69.2,No,28,43.8,2.35,87,0.4,277.83438,0.567,9.6,14,0.139628
69.6,No,21,43.1,2.4,88,0.4,1872.73783,0.564,9.3,15,12.796925
69.4,No,24,42.4,2.45,84,0.4,1753.349471,0.56,9,15,0.125478
69.3,No,21,41.7,2.41,82,0.3,171.771491,0.553,8.8,16,1.228848
68.4,No,211,41.1,2.53,78,0.3,1568.376276,0.546,8.5,16,11.924946
67.7,No,221,4.4,2.63,8,0.2,1655.596261,0.539,8.2,17,1.165743
58.1,No,299,22.7,0.01,42,0.5,561.997387,0.412,8.6,27,0.118559
58.8,No,284,22.2,0.01,63,1,54.169324,0.406,8.5,27,11.536615
58.4,No,288,21.7,0.01,63,1.9,52.3485646,0.396,8.5,28,11.281469
58.1,No,29,21.2,0.22,63,2,459.2912,0.385,8.4,28,0.113517
57.8,No,291,2.8,0.2,62,2.2,438.7513346,0.38,8.3,29,0.179417
57.3,No,297,2.3,0.18,6,2.3,436.6895539,0.376,8.1,29,1.556524
56.8,No,33,19.8,0.21,59,2.3,437.4467238,0.371,7.9,30,1.323142
56.4,No,36,19.4,0.19,46,2.4,49.456775,0.364,7.6,31,0.196727
55.6,No,317,19,0.16,53,2.6,296.68382,0.356,7.1,31,9.881428
54.7,No,327,18.5,0.21,59,2.7,33.424498,0.346,6.6,32,9.679745
54,No,334,18.1,0.34,65,2.8,386.3288283,0.325,5.1,33,0.949229
53.3,No,338,17.7,0.18,61,2.9,37.1931781,0.338,5.9,34,0.939848
52.9,No,337,17.3,0.21,56,3,322.811171,0.329,5.5,35,9.137345
52.5,No,336,16.9,0.17,52,3,315.83983,0.322,5.1,36,8.971139
52.5,No,328,16.6,0.17,47,3,34.516918,0.316,4.8,37,0.888546
58.4,No,282,25.6,0.01,87,3.4,642.6256154,0.419,9.2,4,1.725744
58.1,No,279,25,0.01,87,4.5,61.566347,0.415,9.1,4,1.681495
57.6,No,285,24.3,0.01,87,5.3,67.7518833,0.416,9.1,4,1.638139
57.1,No,289,23.7,3.57,85,5.7,692.69989,0.41,9,4,1.596154
56.7,No,287,23.1,3.21,82,5.9,543.957418,0.405,8.9,4,0.155588
56.3,No,288,22.5,2.55,78,6,544.222779,0.401,8.9,4,1.517448
55.6,No,297,21.9,2.64,77,6,583.5445622,0.398,8.8,5,0.148841
55,No,32,21.3,2.98,76,5.7,481.694976,0.394,8.8,5,1.445958
54.4,No,36,2.7,3.22,74,5.6,418.94454,0.388,8.3,5,1.412669
53.9,No,37,2.1,3.1,73,5.4,424.9534585,0,8,5,0.138838
53.5,No,38,19.6,2.58,69,5,393.3138244,0,7.7,5,0.135345
53,No,38,19,2.16,65,4.6,36.5718585,0,7.4,5,0.132122
52.8,No,35,18.5,2.47,61,4.1,321.481324,0,7.1,5,1.293523
52.5,No,32,17.9,2.55,56,3.6,39.486749,0,6.7,5,1.267512
52.1,No,3,17.4,2.84,52,3.1,297.7519443,0,6.4,5,1.243229
66,No,217,45.9,7.64,97,0.3,43.82321,0.636,10.3,0,0.763393
65.9,No,218,45,7.56,98,0.3,3944.178173,0.633,10.3,0,0.075881
65.8,No,22,44.1,7.57,97,0.3,3785.935665,0.63,10.6,0,0.075391
65.6,No,229,43.2,7.56,93,0.4,3439.597513,0.624,10.3,0,0.007491
65.9,No,221,42.4,7.52,95,0.4,326.281212,0.618,10.2,0,0.746556
66.1,No,218,41.6,7.49,97,0.3,2716.35256,0.618,10.5,0,0.745693
66.3,No,218,4.9,7.32,93,0.8,2576.124957,0.618,10.7,1,0.746314
65.7,No,232,4.3,7.2,94,1.9,2327.58324,0.62,11.2,1,0.747869
65.2,No,24,39.6,7.04,92,1.1,1945.6395,0.622,11.7,1,0.074961
65,No,238,39,7.35,93,1.8,198.455216,0.619,11.4,1,0.075946
65.1,No,237,38.4,7.84,91,1.9,145.58861,0.613,11.2,1,0.751652
65.3,No,237,37.8,7.93,91,2.1,986.7958173,0.611,11.1,1,0.751857
65.3,No,244,37.1,7.73,93,2.3,96.8674827,0.609,11,1,0.751884
65.4,No,247,36.4,6.71,9,1.7,925.582546,0.606,10.9,1,0.752263
65.4,No,246,35.7,6.63,79,1.1,946.599372,0.602,10.9,1,0.075331
63.1,No,245,48.8,0.01,55,0.5,83.1148117,0.487,9.1,14,1.572466
62.7,No,253,47.7,5.68,67,0.5,81.265673,0.483,9.1,14,1.431776
62.3,No,259,46.5,5.68,67,0.8,766.8437623,0.477,8.9,15,0.128921
62.3,No,259,45.3,5.68,67,1.5,74.9358452,0.47,8.7,15,0.114554
36.3,No,682,44.2,5.76,66,1.9,662.2795182,0.47,8.6,23,9.999617
62.5,No,251,43,5.85,65,2,668.297646,0.466,8.5,16,0.985287
62.1,No,259,41.8,5.95,64,2.4,674.7564147,0.462,8.4,16,0.097529
61.8,No,266,4.7,6.08,62,2.7,615.8198192,0.458,8.4,17,9.556889
61.1,No,28,39.6,6.18,61,3.3,55.47626,0.455,8.3,17,0.949457
65,No,29,38.5,5.57,6,3.9,465.311876,0.452,8.2,17,0.926344
58.7,No,32,37.5,6.1,58,4.3,387.9429725,0.45,8.1,18,9.119178
59.7,No,3,36.5,6.64,56,4.6,329.782946,0.447,8.1,18,8.976552
59.3,No,33,35.6,6.1,54,4.8,393.16327,0.444,8,19,8.834733
58.9,No,35,34.8,6.22,52,5,413.7383164,0.443,7.9,19,8.692567
58.6,No,35,34,4.79,5,5.1,462.486524,0.439,7.8,20,0.085492
74.5,No,149,5.2,2.87,97,0.3,2242.711912,0.618,11.4,3,0.889216
74.3,No,15,49.3,3.11,97,0.4,2136.77395,0.614,11.6,4,8.657785
74.1,No,151,48.4,3.11,97,0.4,2178.38325,0.614,11.6,4,0.855646
73.9,No,153,47.6,3.1,97,0.4,212.584798,0.611,11.7,4,0.083516
73.6,No,156,46.8,3.1,97,0.4,1932.85829,0.606,11.5,4,8.194778
73.4,No,157,45.9,3.08,97,0.5,1815.489496,0.603,11.3,4,0.083521
73.2,No,159,45.1,3.14,93,0.6,1751.595857,0.597,11.1,4,7.872658
73,No,16,44.3,3.16,94,0.7,1592.572182,0.59,10.9,5,0.777972
72.8,No,161,43.5,3.23,94,0.8,1437.628785,0.583,10.8,5,0.754146
72.5,No,163,42.8,3.23,98,0.9,1311.741714,0.577,10.6,5,0.737343
72.2,No,165,42,3.02,94,1.2,1217.657961,0.571,10.4,5,0.724153
71.9,No,166,41.2,3.04,92,1.4,1157.3427,0.566,10.3,6,0.733821
71.6,No,169,4.4,3.09,95,1.5,1132.8721,0.561,10.1,6,6.863157
71.3,No,171,39.6,2.74,99,1.6,113.4546,0.557,9.9,6,0.669361
71,No,174,38.8,2.61,88,1.7,188.783165,0.551,9.8,6,6.524283
75.6,Yes,137,64.2,0.01,99,0.1,14117.97668,0.834,15.8,0,9.866468
75.5,Yes,139,63.6,10.88,99,0.1,13613.6147,0.824,15.4,0,0.989382
75,Yes,146,63,11.27,99,0.1,12834.32349,0.823,15.4,0,0.992362
74.8,Yes,15,62.4,11.51,99,0.1,1448.87958,0.821,15.4,0,9.971727
74.5,Yes,156,61.7,10.78,99,0.1,1325.53379,0.817,15.3,0,1.23e-4
74.2,Yes,162,61.1,11.46,99,0.1,12967.16543,0.816,15.3,0,0.012265
74.1,Yes,165,6.5,11.64,99,0.1,15669.25929,0.812,15.3,1,0.138188
73.5,Yes,176,59.9,12.55,99,0.1,13842.6549,0.809,15.3,1,0.015578
73.4,Yes,177,59.3,13.16,99,0.1,11398.76584,0.802,15.2,1,0.017137
72.9,Yes,182,58.8,12.94,99,0.1,11161.72441,0.795,15,1,0.018765
72.9,Yes,18,58.2,13.28,99,0.1,1259.5266,0.793,15.3,1,0.117146
72.5,Yes,184,57.6,13.24,99,0.1,8396.25323,0.784,14.9,1,1.129552
72.5,Yes,184,57.1,13.29,98,0.1,665.6443,0.775,14.6,1,0.115868
72.3,Yes,185,56.6,13.18,99,0.1,527.85364,0.769,14.2,1,1.187576
71.7,Yes,193,56.1,12.22,99,0.1,4623.46712,0.761,13.9,1,0.121971
82.5,Yes,49,6.6,7.45,9,0.1,52473.11356,0.915,19,0,0.327386
82.4,Yes,5,6.2,7.31,91,0.1,4781.3888,0.907,19,0,0.323764
82.5,Yes,5,59.7,7.81,89,0.1,44333.8518,0.901,18.7,0,0.032716
82.1,Yes,51,59.3,8.13,95,0.1,46.217,0.894,18.6,0,0.031914
81.8,Yes,53,58.9,8.25,96,0.1,41676.44527,0.894,18.4,0,0.031841
81.6,Yes,55,58.5,10.22,96,0.1,4461.89251,0.894,18.4,0,0.318499
81.4,Yes,58,58.1,8.49,98,0.1,55575.29196,0.892,18.2,0,0.317414
81.3,Yes,59,57.8,7.53,97,0.1,68348.31817,0.887,18.2,0,0.311566
81.1,Yes,61,57.4,7.2,97,0.1,5613.54115,0.884,18.1,0,0.033782
81,Yes,62,56.9,7.05,95,0.1,56249.7555,0.879,17.9,0,0.296734
88,Yes,65,56.5,6.79,99,0.1,46917.27216,0.873,18.3,0,0.029274
87,Yes,65,55.9,6.61,97,0.1,3944.999,0.866,17.6,0,0.289521
84,Yes,7,55.4,6.61,95,0.1,31996.2172,0.859,17.2,0,0.287523
80,Yes,72,54.8,6.37,92,0.1,28585.9254,0.854,17.1,0,0.284968
79.7,Yes,74,54.2,6.17,98,0.1,31813.37344,0.847,16.8,0,0.028125
68,No,184,18.1,3.07,84,0.2,1573.11889,0.607,11.6,957,1293.859294
67.6,No,187,17.5,3.11,82,0.2,1452.195373,0.599,11.5,1000,127.856227
67.3,No,19,17,3.1,79,0.2,1446.98541,0.59,11.3,1100,126.365852
66.8,No,193,16.4,3,79,0.2,1461.671957,0.58,10.8,1100,124.723629
66.4,No,196,15.9,2.77,76,0.2,1345.77153,0.569,10.4,1200,12.398691
66,No,2,15.4,2.5,73,0.2,19.317765,0.563,10.5,1300,121.427132
65.5,No,23,14.9,1.93,69,0.3,991.484634,0.556,10.2,1300,119.714696
65.2,No,26,14.4,1.59,67,0.3,118.166373,0.546,9.9,1400,1179.681239
64.8,No,28,13.9,1.37,66,0.3,792.259698,0.536,9.7,1500,1161.977719
64.4,No,211,13.5,1.27,65,0.3,77.819,0.526,9.4,1500,1144.118674
64,No,214,13,1.2,58,0.3,621.3183767,0.518,9.2,1600,1126.135777
63.7,No,216,12.6,1.19,57,0.3,541.1352279,0.505,8.6,1700,11.827848
63.3,No,219,12.2,1.1,58,0.3,466.2842,0.499,8.4,1700,18.987112
62.9,No,222,11.8,1,58,0.3,447.138966,0.494,8.3,1800,171.477855
62.5,No,224,11.4,0.93,57,0.3,438.864634,0.489,8.3,1800,1.535912
68.9,No,179,26.5,0.09,8,0.3,3491.595887,0.682,12.9,119,255.131116
68.7,No,181,25.6,0.09,86,0.3,362.663981,0.677,12.9,124,25.232263
68.5,No,183,24.7,0.08,84,0.3,3687.953996,0.669,12.6,129,248.883232
68.3,No,185,23.8,0.08,81,0.3,3634.27685,0.662,12.3,134,24.577511
68.1,No,187,22.9,0.08,82,0.3,3113.48635,0.656,12.1,138,242.524123
67.9,No,189,22.1,0.08,85,0.3,2254.44566,0.645,11.7,143,23.934478
67.7,No,189,21.3,0.07,83,0.2,216.52766,0.641,11.7,149,236.159276
67.5,No,19,2.5,0.06,77,0.2,1855.93915,0.638,11,154,232.989141
67.3,No,191,19.7,0.06,78,0.1,1586.254,0.632,10.9,159,22.983822
67.2,No,19,19,0.06,79,0.1,126.928834,0.629,11.1,163,22.671273
65.3,No,213,18.2,0.06,79,0.1,1148.56996,0.624,11,174,223.61464899999999
66.9,No,189,17.5,0.05,8,0.1,164.59447,0.613,10.8,173,22.545214
66.7,No,189,16.7,0.05,8,0.1,899.5556857,0.608,10.6,177,2.175859
66.5,No,188,16,0.06,77,0.1,747.9817455,0.604,10.6,182,2.145652
66.3,No,188,15.4,0.06,72,0.1,78.92744,0.597,10.7,187,21.154429
67.9,No,199,58.5,0.01,67,0.1,673.74737,0.658,10.1,32,0.003568
69.5,No,17,57.8,0.01,7,0.1,6925.22446,0.659,10.3,32,33.883145
76,No,147,57.2,0.01,7,0.1,6651.12242,0.656,10.5,32,32.776571
77,No,144,56.5,0.17,8,0.1,5854.614497,0.649,10.4,32,3.172753
76,No,145,55.8,0.19,74,0.1,452.74948,0.646,10.4,32,0.376271
74,No,148,55.2,0.2,78,0.1,3735.144836,0.643,10.3,32,29.894652
69.3,No,167,54.5,0.17,71,0.1,4521.3247,0.638,10.3,32,29.111417
65.9,No,227,53.8,0.14,74,0.1,3129.224922,0.636,10.2,31,2.839433
64.7,No,249,53.2,0.03,63,0.1,2351.812429,0.631,10.2,31,27.697912
66.8,No,29,52.5,0.18,69,0.1,1849.63911,0.628,10.1,31,0.278426
67.2,No,21,51.9,0.32,69,0.1,1391.816923,0.603,9.8,30,2.631669
81.2,Yes,66,62.1,10.75,96,0.1,5553.32623,0.91,18.6,0,4.617225
81,Yes,67,61.3,10.49,96,0.1,5234.76736,0.902,18.6,0,4.598294
85,Yes,69,6.5,11.49,95,0.1,49231.36254,0.895,18.5,0,4.586897
84,Yes,7,59.7,11.72,95,0.1,52567.52568,0.909,18.5,0,4.576794
86,Yes,68,58.9,11.88,94,0.1,48538.58776,0.907,18.2,0,0.456155
79.7,Yes,77,58.2,11.41,94,0.1,51983.78892,0.909,17.9,0,4.535375
79.8,Yes,75,57.4,12.66,93,0.1,61235.415,0.908,17.9,0,4.489544
79.5,Yes,75,56.6,13.59,92,0.1,61388.17457,0.902,17.6,0,4.398942
79,Yes,78,55.8,13.44,91,0.1,54326.9713,0.896,17.6,0,4.273591
78.7,Yes,78,55.1,13.31,9,0.1,5886.82789,0.889,17.5,0,4.159914
78.3,Yes,82,54.4,13.32,89,0.1,47631.6377,0.88,17.1,0,0.047262
78,Yes,82,53.6,13.24,86,0.1,4117.15532,0.87,16.8,0,3.996521
77.4,Yes,88,52.9,14.17,83,0.1,32539.1937,0.862,16.5,0,3.931947
77,Yes,89,52.2,14.27,84,0.1,28223.55528,0.857,16.4,0,3.866243
76.4,Yes,94,51.5,14.07,86,0.1,26241.91883,0.848,16.2,0,0.385174
82.2,No,6,64.6,2.62,95,0.1,37582.84624,0.895,16,1,0.082157
82.1,No,61,64.2,2.69,96,0.1,36393.66932,0.891,15.9,1,0.008595
81.8,No,6,63.8,2.78,94,0.1,32569.59683,0.889,15.9,1,0.007915
81.8,No,61,63.4,2.67,94,0.1,33657.15727,0.883,15.8,1,0.077658
81.7,No,61,63,2.63,95,0.1,3661.994,0.878,15.7,1,0.076236
81.5,No,63,62.6,2.55,96,0.1,27795.87671,0.876,15.6,1,0.074856
81,No,65,62.1,2.47,94,0.1,29657.4421,0.877,15.8,1,0.007388
84,No,68,61.6,2.33,95,0.1,258.637,0.872,15.7,1,0.007181
84,No,68,61.1,2.23,94,0.1,2195.1769,0.87,15.7,1,0.007537
80,No,71,6.6,2.41,95,0.1,2611.17931,0.866,15.8,1,0.006931
81,No,69,6.1,2.23,95,0.1,19888.172,0.863,15.9,1,6.89e-4
79.7,No,71,59.6,2.32,93,0.1,18946.99942,0.863,16,1,0.066897
79.3,No,74,59.2,2.47,91,0.1,18431.15696,0.855,15.3,1,6.57e-4
79.3,No,74,58.7,2.53,93,0.1,236.19646,0.85,15.1,1,0.006439
78.9,No,76,58.3,2.53,93,0.1,2152.1432,0.845,15.2,1,0.006289
82.5,Yes,57,63.1,7.56,95,0.1,35396.66517,0.877,16.3,2,0.678914
82.3,Yes,58,62.6,7.35,96,0.1,3537.27441,0.876,16.5,2,6.233948
82,Yes,6,62.1,7.49,96,0.1,34814.12436,0.877,16.6,2,59.539717
82,Yes,6,61.5,6.98,96,0.1,38334.68477,0.872,16.4,2,59.379449
81.8,Yes,6,61,6.95,96,0.1,35849.37364,0.869,16.4,2,59.277417
81.6,Yes,61,6.5,7.25,96,0.1,36976.84512,0.868,16.3,2,5.995365
81.5,Yes,61,59.9,7.96,96,0.1,464.18465,0.866,16.3,2,58.826731
81.3,Yes,63,59.4,8.37,97,0.1,37698.78573,0.862,16.1,2,5.843831
81.2,Yes,65,58.8,8.44,97,0.1,3341.7482,0.856,16,2,58.143979
88,Yes,66,58.2,8.65,97,0.1,31959.26215,0.851,15.8,2,57.969484
89,Yes,66,57.6,8.98,97,0.1,31174.56118,0.846,15.6,2,57.685327
79.9,Yes,72,57,9.3,97,0.1,27387.2258,0.841,15.4,2,5.731323
80,Yes,72,56.4,9.25,96,0.1,22196.5736,0.836,15.2,2,0.057597
79.8,Yes,75,55.7,9.69,96,0.1,24.819,0.828,14.9,2,0.569741
79.4,Yes,77,55,9.78,97,0.1,251.2426,0.823,14.8,3,5.694218
75.8,No,133,53.5,3.83,93,0.5,4855.743789,0.727,12.8,1,0.286287
75.6,No,136,52.7,3.79,86,0.6,56.144952,0.727,12.8,1,0.285187
75.3,No,138,52,3.65,96,0.5,521.33363,0.725,12.8,1,0.284992
75.2,No,139,51.2,3.58,93,0.6,513.549487,0.722,12.8,1,2.829493
75,No,138,5.5,3.55,94,0.5,4682.728424,0.721,12.7,1,0.281721
74.7,No,142,49.7,3.33,9,0.6,4293.383274,0.721,12.7,1,0.028482
74.5,No,145,48.9,3.51,91,0.4,492.492378,0.718,12.6,1,0.279122
74.2,No,148,48.1,3.64,94,0.9,462.517913,0.714,12.5,1,2.775467
74,No,15,47.2,3.63,99,1.5,4313.1682,0.709,12.5,1,0.276279
73.5,No,161,46.3,3.59,99,1.9,482.24762,0.706,12.4,1,2.744673
73.3,No,165,45.4,3.67,97,2.3,3719.97351,0.689,11.1,1,2.728777
73.1,No,166,44.5,3.48,99,2.3,3465.221998,0.694,11.9,1,2.712511
73,No,167,43.5,3.76,99,2.3,3596.496282,0.69,11.7,1,2.695446
72.7,No,171,42.5,3.89,99,2.2,3394.878,0.68,10.9,1,0.267711
72.6,No,171,41.6,3.46,95,2.2,336.8742,0.682,11.4,1,2.656864
83.5,Yes,57,28.6,0.01,99,0.1,3896.21151,0.899,15.3,2,0.127276
83.5,Yes,56,28.2,7.55,99,0.1,4454.44746,0.894,15.3,2,0.127445
83.3,Yes,58,27.8,7.39,99,0.1,4863.47665,0.889,15.3,2,0.127629
82.5,Yes,64,27.4,7.39,96,0.1,48167.99727,0.884,15.1,3,0.127833
